"Meshcode","Shicode","PopT","Pop0_14","Pop15_64","Pop65over","Pop75over","Pop85over"
6340376979,1205,8.9728,0.6409,4.1659,4.1659,2.6705,1.2818
6340376986,1205,3.3368,0.1043,1.3034,1.9291,0.9906,0.3650
6340376987,1205,5.7018,0.2209,2.3056,3.1752,1.6935,0.6592
6340376988,1205,7.0722,0.5052,3.2835,3.2835,2.1048,1.0103
6340376989,1205,12.3003,0.8786,5.7109,5.7109,3.6608,1.7572
6340376995,1205,8.6379,0.2699,3.3742,4.9938,2.5644,0.9448
6340376996,1205,28.2799,0.8837,11.0468,16.3493,8.3956,3.0931
6340376997,1205,19.9976,0.6607,7.8772,11.4598,5.9375,2.2171
6340376998,1205,12.6046,0.9003,5.8521,5.8521,3.7514,1.8007
6340376999,1205,41.0961,2.9354,19.0803,19.0803,12.2310,5.8709
6340377699,1205,14.0000,0.0000,2.0000,12.0000,12.0000,3.0000
6340377704,1205,0.6507,0.0000,0.2324,0.4183,0.1394,0.0465
6340377705,1205,15.4411,1.0550,5.6586,8.7276,5.1790,1.3907
6340377706,1205,50.3572,3.4406,18.4539,28.4628,16.8900,4.5353
6340377707,1205,17.1167,0.2022,5.7818,11.1328,5.4674,1.5161
6340377713,1205,1.2548,0.0000,0.4481,0.8066,0.2689,0.0896
6340377714,1205,0.6776,0.0000,0.2420,0.4356,0.1452,0.0484
6340377715,1205,77.0877,5.2669,28.2495,43.5713,25.8555,6.9427
6340377716,1205,54.2087,3.7037,19.8653,30.6397,18.1818,4.8822
6340377717,1205,60.5424,3.8715,22.0519,34.6190,20.2312,5.4456
6340377718,1205,17.8341,0.1578,5.9973,11.6789,5.6816,1.5782
6340377719,1205,25.5821,0.2264,8.6028,16.7529,8.1501,2.2639
6340377723,1205,0.3419,0.0000,0.1221,0.2198,0.0733,0.0244
6340377724,1205,3.4906,0.0000,1.2466,2.2440,0.7480,0.2493
6340377725,1205,56.2962,6.1723,23.3555,26.6858,16.2532,5.9465
6340377726,1205,58.0641,6.2885,23.9980,27.6952,16.8514,6.1040
6340377727,1205,57.3465,5.8646,23.4929,27.9489,14.9357,5.2148
6340377728,1205,51.8012,6.0476,22.1440,23.6096,9.7926,3.7237
6340377729,1205,59.6159,6.6914,25.2577,27.6668,11.5923,4.3268
6340377734,1205,5.9897,0.0000,2.1392,3.8505,1.2835,0.4278
6340377735,1205,62.4185,8.7354,28.1121,25.4121,15.8826,7.3060
6340377736,1205,62.4973,8.7464,28.1476,25.4442,15.9026,7.3152
6340377737,1205,65.6458,10.5634,30.5862,24.4397,11.0010,5.3554
6340377738,1205,48.8169,8.3790,23.1334,17.3045,6.0110,3.0966
6340377739,1205,27.1552,4.6610,12.8683,9.6259,3.3437,1.7225
6340377744,1205,1.5947,0.0000,0.5695,1.0252,0.3417,0.1139
6340377745,1205,61.1425,8.5568,27.5375,24.8926,15.5579,7.1566
6340377746,1205,92.6342,12.9641,41.7207,37.7137,23.5710,10.8427
6340377747,1205,11.4803,1.6067,5.1705,4.6739,2.9212,1.3437
6340377748,1205,27.1854,4.6662,12.8826,9.6366,3.3475,1.7244
6340377749,1205,35.7300,6.1328,16.9318,12.6655,4.3996,2.2665
6340377754,1205,4.0718,0.0000,2.7688,1.3030,0.3257,0.1629
6340377755,1205,44.1770,2.8171,18.4391,22.9208,11.2683,2.8171
6340377756,1205,72.5928,4.6291,30.2996,37.6641,18.5164,4.6291
6340377757,1205,44.6339,4.1408,20.2761,20.0671,9.9676,2.8666
6340377758,1205,22.7465,2.8638,11.2914,8.4277,4.2547,1.4728
6340377759,1205,19.4709,2.4514,9.6654,7.2140,3.6420,1.2607
6340377764,1205,4.5688,0.0000,3.1068,1.4620,0.3655,0.1828
6340377765,1205,63.3377,4.0389,26.4366,32.8622,16.1557,4.0389
6340377766,1205,58.5600,3.7343,24.4424,30.3833,14.9370,3.7343
6340377767,1205,58.4725,5.4540,26.6000,26.2188,13.0258,3.7559
6340377768,1205,59.5578,7.4983,29.5646,22.0664,11.1403,3.8563
6340377769,1205,76.7378,9.6612,38.0929,28.4316,14.3538,4.9686
6340377773,1205,3.7996,0.2021,1.8190,1.7786,1.0712,0.4244
6340377774,1205,35.5660,1.0216,20.3191,14.2253,6.7234,2.7998
6340377775,1205,50.5293,2.6607,17.6804,30.1299,18.7960,9.2997
6340377776,1205,30.3214,1.0999,7.5922,21.5428,16.5060,10.9580
6340377777,1205,56.6875,3.9085,21.4652,31.1150,20.2870,10.9497
6340377778,1205,29.6174,3.6079,15.0486,10.7540,5.4082,1.7801
6340377779,1205,14.2100,1.7890,7.0539,5.2648,2.6580,0.9201
6340377780,1205,4.8694,0.6716,2.6866,1.5112,0.4478,0.1119
6340377781,1205,20.3316,2.8044,11.2174,6.3098,1.8696,0.4674
6340377782,1205,0.8135,0.0433,0.3894,0.3808,0.2293,0.0909
6340377783,1205,41.9997,2.2340,20.1062,19.6594,11.8403,4.6915
6340377784,1205,32.5038,1.7289,15.5603,15.2145,9.1633,3.6307
6340377786,1205,48.3927,1.5712,10.9983,35.6661,28.2815,19.4828
6340377787,1205,49.9713,2.7795,17.2391,29.7453,21.9124,13.8254
6340377788,1205,26.4427,2.6443,15.0879,8.5550,4.1997,0.9333
6340377789,1205,42.2009,4.2201,24.0793,13.6532,6.7025,1.4894
6340377790,1205,29.3485,4.0481,16.1923,9.1082,2.6987,0.6747
6340377791,1205,25.8866,3.5706,14.2823,8.0338,2.3804,0.5951
6340377792,1205,18.4888,1.5397,9.3302,7.6189,3.9654,1.4829
6340377793,1205,35.7509,1.9016,17.1148,16.7344,10.0787,3.9934
6340377794,1205,42.0011,2.2341,20.1069,19.6601,11.8407,4.6916
6340377795,1205,37.2460,1.2093,8.4650,27.4508,21.7671,14.9951
6340377796,1205,83.6259,2.7151,19.0059,61.6334,48.8723,33.6676
6340377797,1205,52.7057,2.6295,16.6470,33.2222,25.0148,16.2246
6340377798,1205,36.2649,3.6265,20.6923,11.7328,5.7597,1.2799
6340377799,1205,22.4973,2.2497,12.8367,7.2785,3.5731,0.7940
6340377800,1205,23.0598,2.2540,9.3626,11.4432,5.5482,2.0806
6340377801,1205,23.8246,2.3287,9.6731,11.8227,5.7322,2.1496
6340377802,1205,5.5168,0.5392,2.2399,2.7377,1.3274,0.4978
6340377810,1205,37.8457,3.6992,15.3659,18.7806,9.1057,3.4146
6340377811,1205,2.9146,0.2849,1.1834,1.4464,0.7013,0.2630
6340377812,1205,5.6414,0.5514,2.2905,2.7995,1.3573,0.5090
6340377815,1205,1.4105,0.0000,0.5373,0.8731,0.8731,0.4030
6340377816,1205,1.5972,0.0000,0.6085,0.9888,0.9888,0.4564
6340377820,1205,40.2406,3.9093,16.7560,19.5753,9.5822,2.8193
6340377821,1205,6.8718,0.6717,2.7900,3.4101,1.6534,0.6200
6340377825,1205,1.9923,0.0000,0.7590,1.2333,1.2333,0.5692
6340377827,1205,7.4645,0.2779,2.5226,4.1775,2.6488,1.1103
6340377828,1205,0.4049,0.0195,0.1317,0.2195,0.1122,0.0439
6340377830,1205,4.4180,0.4236,1.9367,2.0577,1.0288,0.1210
6340377831,1205,15.1242,1.4503,6.6298,7.0442,3.5221,0.4144
6340377832,1205,3.3562,0.3218,1.4712,1.5632,0.7816,0.0920
6340377835,1205,4.2752,0.0000,1.6286,2.6465,2.6465,1.2215
6340377837,1205,4.4834,0.2161,1.4585,2.4308,1.2424,0.4862
6340377838,1205,13.7894,0.6646,4.4857,7.4762,3.8212,1.4952
6340377840,1205,17.8773,1.7143,7.8366,8.3264,4.1632,0.4898
6340377841,1205,19.3090,1.8515,8.4642,8.9932,4.4966,0.5290
6340377845,1205,9.2018,0.0000,3.5055,5.6964,5.6964,2.6291
6340377846,1205,0.2678,0.0000,0.1020,0.1658,0.1658,0.0765
6340377847,1205,18.9893,0.8883,6.2083,10.3383,5.4529,2.1580
6340377848,1205,33.9656,1.6369,11.0490,18.4151,9.4121,3.6830
6340377849,1205,6.1580,0.2968,2.0032,3.3387,1.7064,0.6677
6340377850,1205,18.6838,0.2595,8.1742,10.2501,5.7089,2.4652
6340377851,1205,5.8095,0.0807,2.5416,3.1871,1.7751,0.7665
6340377852,1205,4.5992,0.0639,2.0121,2.5232,1.4053,0.6068
6340377855,1205,8.4168,0.9018,2.4048,5.1102,3.3066,1.8036
6340377856,1205,5.1079,0.5473,1.4594,3.1013,2.0067,1.0946
6340377857,1205,11.8622,1.1011,3.6634,7.0758,4.3283,2.3331
6340377858,1205,32.0676,1.1661,12.8270,17.7830,8.1627,4.0813
6340377860,1205,10.4206,0.1447,4.5590,5.7169,3.1841,1.3749
6340377861,1205,69.2718,0.9621,30.3064,38.0033,21.1664,9.1400
6340377862,1205,15.4674,0.2148,6.7670,8.4856,4.7261,2.0408
6340377864,1205,10.1058,0.0000,0.0000,10.1058,4.6642,0.0000
6340377865,1205,1.0822,0.1160,0.3092,0.6571,0.4252,0.2319
6340377867,1205,11.2645,0.5628,4.2585,6.3605,3.1667,1.6220
6340377868,1205,31.0140,1.1278,12.4056,17.1987,7.8945,3.9472
6340377869,1205,4.1939,0.1525,1.6776,2.3257,1.0675,0.5338
6340377870,1205,5.5741,0.4805,2.7870,1.6338,0.7208,0.0481
6340377871,1205,15.7113,0.5043,7.1209,7.6088,4.1036,1.5852
6340377872,1205,15.1588,0.6239,7.4913,6.5560,3.5129,1.2539
6340377873,1205,0.8691,0.0000,0.0000,0.8691,0.4011,0.0000
6340377874,1205,5.5402,0.1850,2.2200,3.1352,1.5514,0.1850
6340377877,1205,22.1120,0.6751,6.0756,15.2209,10.7397,6.7228
6340377878,1205,39.0840,1.1191,12.5798,25.0829,15.7379,9.4408
6340377879,1205,13.8246,0.2510,2.9853,10.5069,8.3428,5.4811
6340377880,1205,66.6172,5.7429,33.3086,19.5257,8.6143,0.5743
6340377881,1205,9.0425,0.7795,4.5213,2.6504,1.1693,0.0780
6340377882,1205,9.5644,0.7977,4.8874,2.8215,1.2737,0.1176
6340377883,1205,3.9284,0.2068,2.4811,1.2406,0.6892,0.2068
6340377884,1205,0.2356,0.0124,0.1488,0.0744,0.0413,0.0124
6340377885,1205,6.1421,0.0819,3.4396,2.6206,2.0883,1.4332
6340377886,1205,40.3568,0.5381,22.5998,17.2189,13.7213,9.4166
6340377887,1205,78.0825,1.1281,35.6393,41.1847,33.0045,22.2844
6340377888,1205,72.5784,1.2442,14.9304,55.9890,45.2060,29.8608
6340377889,1205,16.8975,0.2897,3.4761,13.0352,10.5247,6.9521
6340377890,1205,0.1281,0.0110,0.0640,0.0375,0.0166,0.0011
6340377891,1205,17.3829,1.4985,8.6915,5.0950,2.2478,0.1499
6340377892,1205,6.6597,0.3671,4.1410,2.0918,1.1456,0.3287
6340377893,1205,9.8243,0.5171,6.2048,3.1024,1.7236,0.5171
6340377894,1205,29.4053,1.5476,18.5718,9.2859,5.1588,1.5476
6340377895,1205,12.1222,0.1616,6.7884,5.1721,4.1215,2.8285
6340377896,1205,15.9391,0.2125,8.9259,6.8007,5.4193,3.7191
6340377897,1205,22.4167,0.3074,11.7621,10.3345,8.2534,5.6283
6340377898,1205,15.2455,0.2614,3.1362,11.7608,9.4958,6.2724
6340377899,1205,3.1895,0.0547,0.6561,2.4604,1.9866,1.3122
6340377900,1205,2.3681,0.2631,1.0525,1.0525,0.7894,0.6578
6340377903,1205,14.2554,1.1879,8.3156,4.7518,2.3759,0.7128
6340377905,1205,22.3381,1.6412,9.3911,11.3058,7.3852,2.0970
6340377906,1205,19.3734,1.4233,8.1447,9.8053,6.4051,1.8187
6340377907,1205,49.4117,4.7070,21.0940,21.0161,13.0434,3.6775
6340377908,1205,39.3834,4.7532,17.1114,13.0373,7.3335,2.0371
6340377909,1205,43.4887,5.2486,18.8951,14.3963,8.0979,2.2494
6340377910,1205,7.2913,0.8101,3.2406,3.2406,2.4304,2.0254
6340377912,1205,8.1759,0.7931,4.2105,3.1723,2.0332,1.3252
6340377913,1205,12.6335,1.0528,7.3695,4.2112,2.1056,0.6317
6340377914,1205,5.2163,0.4347,3.0428,1.7388,0.8694,0.2608
6340377915,1205,27.5753,2.0259,11.5929,13.9565,9.1167,2.5887
6340377916,1205,47.9856,3.5255,20.1735,24.2866,15.8646,4.5048
6340377917,1205,55.8260,5.2412,23.8094,24.0288,14.9714,4.2234
6340377918,1205,53.2148,6.4225,23.1209,17.6159,9.9090,2.7525
6340377919,1205,34.3881,4.1503,14.9410,11.3836,6.4033,1.7787
6340377920,1205,10.2872,0.3000,4.7407,5.2465,3.4291,1.3823
6340377921,1205,4.4179,0.0859,2.0445,2.2874,1.4726,0.5185
6340377922,1205,12.3777,1.1209,6.2447,4.8800,2.7847,0.8877
6340377923,1205,42.2568,3.7343,21.8815,16.2151,8.9167,2.3599
6340377924,1205,27.1278,2.3996,14.0179,10.4323,5.7443,1.5176
6340377925,1205,53.1772,4.6589,25.0989,23.3456,14.2189,4.0484
6340377926,1205,65.0366,5.5602,30.1939,29.2058,18.0059,5.1242
6340377927,1205,48.0132,4.1325,21.8359,20.4746,12.1493,3.6066
6340377928,1205,50.7371,4.4933,22.0973,20.6231,11.9247,3.6546
6340377929,1205,46.1590,4.0844,20.1035,18.7704,10.8540,3.3270
6340377930,1205,18.1296,0.0000,8.4605,9.6691,6.0432,1.5108
6340377931,1205,25.0043,0.0000,11.6687,13.3356,8.3348,2.0837
6340377933,1205,52.9991,4.8040,25.8797,21.5406,12.2425,3.0994
6340377934,1205,68.9800,6.2526,33.6832,28.0357,15.9340,4.0339
6340377935,1205,67.0110,6.6669,34.5312,25.6420,14.3595,4.1027
6340377936,1205,72.8306,7.2459,37.5300,27.8688,15.6066,4.4590
6340377937,1205,47.0868,3.5659,22.8365,20.6109,11.8655,3.6611
6340377938,1205,14.4514,0.5528,6.3176,7.5811,4.5013,1.5004
6340377939,1205,19.9195,0.7619,8.7080,10.4496,6.2044,2.0681
6340377940,1205,5.5576,0.0000,2.5935,2.9640,1.8525,0.4631
6340377942,1205,18.3077,1.6525,8.9381,7.4506,4.2369,1.0725
6340377943,1205,78.6815,7.1319,38.4205,31.9787,18.1750,4.6013
6340377944,1205,65.9324,5.9763,32.1951,26.7971,15.2300,3.8557
6340377945,1205,73.1513,7.2778,37.6953,27.9916,15.6753,4.4787
6340377946,1205,54.0577,5.3782,27.8563,20.6853,11.5838,3.3097
6340377947,1205,45.7637,3.2020,21.8582,20.6430,11.9507,3.7417
6340377948,1205,42.7574,1.6355,18.6918,22.4301,13.3179,4.4393
6340377949,1205,16.8625,0.6450,7.3716,8.8459,5.2523,1.7508
6340377950,1205,26.3774,2.4136,13.2749,10.6889,6.0340,1.5516
6340377952,1205,31.1972,3.2309,14.1422,13.8241,8.1791,2.0625
6340377953,1205,51.8099,5.6991,22.1056,24.0053,14.5068,3.6267
6340377954,1205,50.6258,5.5688,21.6004,23.4566,14.1752,3.5438
6340377955,1205,15.2817,1.0286,7.3470,6.9061,3.5265,0.7347
6340377956,1205,29.6697,1.9970,14.2643,13.4084,6.8469,1.4264
6340377957,1205,14.6147,0.9142,6.4943,7.2063,3.6091,0.9734
6340377958,1205,19.7673,1.0404,7.2827,11.4442,5.5487,2.0808
6340377960,1205,9.9225,0.9079,4.9937,4.0209,2.2698,0.5837
6340377961,1205,26.9607,2.4670,13.5685,10.9252,6.1675,1.5859
6340377962,1205,62.9341,6.3098,29.3905,27.2338,15.9233,4.0350
6340377963,1205,62.4852,6.8734,26.6603,28.9515,17.4959,4.3740
6340377964,1205,39.5040,4.3454,16.8550,18.3035,11.0611,2.7653
6340377965,1205,34.6062,2.3293,16.6376,15.6393,7.9860,1.6638
6340377966,1205,3.5810,0.2410,1.7216,1.6183,0.8264,0.1722
6340377968,1205,12.1253,0.6382,4.4672,7.0199,3.4036,1.2763
6340377969,1205,20.3718,1.0722,7.5054,11.7942,5.7184,2.1444
6340377970,1205,12.2511,0.5877,4.5366,7.0985,4.7580,1.9898
6340377971,1205,43.9529,2.3586,17.0396,24.4662,16.1533,6.5436
6340377972,1205,76.5636,7.4088,36.0638,32.6959,18.6680,6.1316
6340377973,1205,60.1367,7.2792,29.8859,22.4946,11.5152,3.1471
6340377974,1205,10.3126,1.1373,4.4183,4.7550,2.8646,0.7173
6340377975,1205,10.9823,0.7392,5.2799,4.9631,2.5344,0.5280
6340377980,1205,49.6927,1.3568,15.2640,32.9023,23.0656,10.5152
6340377981,1205,58.4723,1.5965,17.9608,38.7154,27.1407,12.3730
6340377982,1205,60.9733,5.1271,26.7488,28.5666,17.0426,7.0426
6340377983,1205,64.2534,8.2113,34.6927,20.5282,8.8271,2.6687
6340377984,1205,15.3004,1.9553,8.2612,4.8883,2.1020,0.6355
6340377986,1205,0.0940,0.0125,0.0376,0.0439,0.0439,0.0125
6340377990,1205,17.0185,0.4647,5.2275,11.2682,7.8994,3.6012
6340377991,1205,75.6222,2.0648,23.2287,50.0707,35.1011,16.0020
6340377992,1205,41.2469,3.4012,17.9394,19.5535,11.7472,4.8778
6340377993,1205,65.2719,8.3415,35.2426,20.8536,8.9671,2.7110
6340377994,1205,46.1150,5.8933,24.8991,14.7332,6.3353,1.9153
6340377995,1205,14.9060,1.9875,5.9624,6.9561,6.9561,1.9875
6340378579,1205,17.8261,1.1626,9.4943,7.1692,2.9064,0.7750
6340378586,1205,15.3071,0.2685,5.6394,9.3991,5.1024,0.5371
6340378587,1205,33.4730,1.2574,14.6401,17.5755,8.7639,1.2924
6340378588,1205,12.9905,0.8472,6.9188,5.2244,2.1180,0.5648
6340378589,1205,17.1031,1.1154,9.1093,6.8784,2.7886,0.7436
6340378596,1205,11.9827,0.2102,4.4147,7.3578,3.9942,0.4204
6340378597,1205,21.4169,0.9060,9.7167,10.7942,5.2448,0.8448
6340378598,1205,14.8200,0.9665,7.8932,5.9602,2.4163,0.6443
6340378599,1205,4.0807,0.2661,2.1734,1.6411,0.6653,0.1774
6340378607,1205,11.6979,0.2926,5.3872,6.0180,3.6218,1.5459
6340378608,1205,20.7039,0.7139,8.9241,11.0659,6.4253,1.9633
6340378609,1205,26.3085,0.9072,11.3398,14.0614,8.1647,2.4948
6340378616,1205,5.2215,0.0000,2.8116,2.4099,1.6066,1.2050
6340378617,1205,16.1942,0.4323,7.3732,8.3887,5.0161,2.0329
6340378618,1205,13.6979,0.4723,5.9042,7.3213,4.2511,1.2989
6340378619,1205,17.7177,0.6110,7.6369,9.4698,5.4986,1.6801
6340378627,1205,17.2275,0.3232,6.2657,10.6386,5.7932,1.9668
6340378629,1205,4.1776,0.1441,1.8007,2.2328,1.2965,0.3961
6340378639,1205,0.8440,0.0291,0.3638,0.4511,0.2619,0.0800
6340378645,1205,1.0534,0.0000,0.2634,0.7901,0.3950,0.1317
6340378648,1205,0.0965,0.0033,0.0416,0.0516,0.0300,0.0092
6340378649,1205,2.0595,0.0710,0.8877,1.1008,0.6392,0.1953
6340378657,1205,0.5148,0.0243,0.2428,0.2477,0.1311,0.0534
6340378658,1205,16.3802,0.7727,7.7265,7.8810,4.1723,1.6998
6340378659,1205,31.5506,1.4882,14.8823,15.1800,8.0365,3.2741
6340378668,1205,20.4830,0.9662,9.6618,9.8550,5.2174,2.1256
6340378669,1205,25.5686,1.2061,12.0606,12.3019,6.5128,2.6533
6340378670,1205,0.2506,0.0112,0.1234,0.1159,0.0580,0.0168
6340378671,1205,3.9289,0.1759,1.9352,1.8179,0.9089,0.2639
6340378678,1205,4.6385,0.1325,1.4578,3.0481,1.9879,0.6626
6340378679,1205,27.2687,0.9930,10.3809,15.8948,9.6868,3.4460
6340378680,1205,19.1222,0.8562,9.4184,8.8476,4.4238,1.2843
6340378681,1205,30.8823,1.3828,15.2107,14.2888,7.1444,2.0742
6340378682,1205,10.0236,0.3476,4.9539,4.7222,2.2306,0.5214
6340378684,1205,1.8826,0.0000,0.9413,0.9413,0.3620,0.0000
6340378689,1205,14.4294,0.4123,4.5350,9.4822,6.1840,2.0613
6340378690,1205,20.2580,0.9071,9.9778,9.3731,4.6865,1.3606
6340378691,1205,28.3345,1.2687,13.9558,13.1100,6.5550,1.9031
6340378692,1205,31.6649,1.0505,15.6574,14.9570,7.0052,1.5757
6340378693,1205,12.4948,0.0000,6.2474,6.2474,2.4029,0.0000
6340378694,1205,1.1576,0.0000,0.5788,0.5788,0.2226,0.0000
6340378699,1205,0.1662,0.0047,0.0522,0.1092,0.0712,0.0237
6340378700,1205,22.3455,1.7876,8.4913,12.0666,6.2567,2.6815
6340378701,1205,24.8358,1.9869,9.4376,13.4113,6.9540,2.9803
6340378702,1205,0.9647,0.0772,0.3666,0.5209,0.2701,0.1158
6340378703,1205,13.6573,0.6630,6.2320,6.7624,4.5082,1.7237
6340378704,1205,39.8852,1.9362,18.2000,19.7490,13.1660,5.0341
6340378705,1205,26.4993,2.2315,11.7155,12.5523,6.9735,2.0920
6340378706,1205,43.6094,3.6724,19.2799,20.6571,11.4762,3.4428
6340378707,1205,37.1957,2.1314,21.2452,13.1460,6.7236,1.5459
6340378708,1205,26.9735,1.0374,17.8440,7.2621,3.3198,0.4150
6340378709,1205,6.5761,0.2529,4.3504,1.7705,0.8094,0.1012
6340378710,1205,1.3380,0.1070,0.5084,0.7225,0.3746,0.1606
6340378712,1205,2.4546,0.1192,1.1201,1.2154,0.8103,0.3098
6340378713,1205,27.5414,1.3370,12.5674,13.6370,9.0913,3.4761
6340378714,1205,18.8172,0.9135,8.5865,9.3172,6.2115,2.3750
6340378715,1205,21.3109,1.7946,9.4217,10.0946,5.6081,1.6824
6340378716,1205,31.4007,2.6443,13.8824,14.8740,8.2633,2.4790
6340378717,1205,53.2940,3.1978,29.7498,19.4788,10.0743,2.4149
6340378718,1205,20.3861,0.7841,13.4862,5.4886,2.5091,0.3136
6340378719,1205,10.8164,0.4160,7.1555,2.9121,1.3313,0.1664
6340378721,1205,0.5160,0.0413,0.1961,0.2786,0.1445,0.0619
6340378723,1205,6.6142,0.2925,2.9058,3.4159,1.9663,0.4918
6340378724,1205,10.5403,0.4611,4.6114,5.4678,3.0962,0.7246
6340378725,1205,8.8067,0.6538,4.2546,3.8291,2.1426,0.6843
6340378726,1205,45.9454,3.5687,21.5479,20.5920,11.4926,3.5899
6340378727,1205,36.9552,2.1868,20.4809,13.7067,7.1478,1.8896
6340378728,1205,3.2413,0.0000,2.1236,1.1177,0.3353,0.1118
6340378729,1205,0.1035,0.0000,0.0678,0.0357,0.0107,0.0036
6340378730,1205,22.2593,0.9472,9.2353,11.8401,7.1040,2.8416
6340378731,1205,22.8958,0.9743,9.4993,12.1786,7.3072,2.9229
6340378732,1205,31.5625,1.3619,13.4509,16.5813,9.6734,3.1020
6340378733,1205,32.2990,1.4131,14.1308,16.7551,9.4878,2.2206
6340378734,1205,50.2473,2.1983,21.9832,26.0658,14.7602,3.4545
6340378735,1205,33.1600,2.4298,16.1512,14.2931,8.0041,2.5728
6340378736,1205,53.2630,3.9029,25.9427,22.9582,12.8566,4.1325
6340378737,1205,19.2806,1.2535,9.7564,8.1232,4.3541,1.4022
6340378738,1205,7.8911,0.0000,5.1700,2.7211,0.8163,0.2721
6340378739,1205,0.1084,0.0000,0.0710,0.0374,0.0112,0.0037
6340378740,1205,11.0460,0.4700,4.5829,5.8755,3.5253,1.4101
6340378741,1205,14.8336,0.6312,6.1544,7.8902,4.7341,1.8937
6340378742,1205,14.3941,0.6212,6.1359,7.5610,4.4097,1.4104
6340378743,1205,12.1752,0.5327,5.3266,6.3159,3.5765,0.8370
6340378744,1205,25.7769,1.1277,11.2774,13.3717,7.5720,1.7722
6340378745,1205,31.5380,2.3110,15.3612,13.5940,7.6126,2.4469
6340378746,1205,46.9033,3.4369,22.8451,20.2169,11.3215,3.6390
6340378747,1205,15.5746,0.0943,9.9878,5.4815,1.7886,0.5925
6340378748,1205,0.1667,0.0000,0.1092,0.0575,0.0172,0.0057
6340378750,1205,25.3237,1.0266,10.9508,13.1752,9.7531,3.4221
6340378751,1205,16.5879,0.6725,7.1732,8.6302,6.3886,2.2416
6340378752,1205,13.2928,0.5193,5.7229,6.9641,5.0851,1.7829
6340378753,1205,8.7322,0.0000,3.3197,5.4125,2.7423,0.9382
6340378754,1205,10.2450,0.0000,3.8948,6.3502,3.2174,1.1007
6340378755,1205,19.9698,1.3167,10.0946,8.5585,4.8279,1.0972
6340378756,1205,16.3129,1.0756,8.2461,6.9912,3.9438,0.8963
6340378757,1205,0.6816,0.0368,0.6079,0.0184,0.0000,0.0000
6340378758,1205,10.4540,0.5651,9.3239,0.2825,0.0000,0.0000
6340378759,1205,9.5597,0.5167,8.5262,0.2584,0.0000,0.0000
6340378760,1205,17.9117,0.7261,7.7456,9.3189,6.8984,2.4205
6340378761,1205,21.5357,0.8731,9.3127,11.2044,8.2942,2.9102
6340378762,1205,37.2214,0.7141,15.0709,21.3174,12.9415,4.4868
6340378763,1205,28.0003,0.0000,10.6448,17.3556,8.7935,3.0083
6340378764,1205,24.6047,0.0000,9.3538,15.2508,7.7271,2.6435
6340378765,1205,22.7113,1.4975,11.4805,9.7334,5.4907,1.2479
6340378766,1205,9.1650,0.6043,4.6329,3.9279,2.2157,0.5036
6340378767,1205,7.9005,0.4520,6.2348,1.0570,0.5078,0.1154
6340378768,1205,9.1199,0.4930,8.1340,0.2465,0.0000,0.0000
6340378770,1205,22.4813,0.4846,9.2925,12.6235,9.2535,3.1068
6340378771,1205,22.5322,0.7192,9.5483,12.1448,8.9488,3.0762
6340378772,1205,28.4457,0.5361,11.4648,16.4008,10.9726,3.4423
6340378773,1205,16.7625,0.0851,6.4344,10.2431,5.3679,1.7607
6340378774,1205,14.8982,0.1505,5.7732,8.9745,4.8621,1.5295
6340378775,1205,17.5452,1.0225,8.6032,7.9194,4.2585,1.1067
6340378776,1205,1.2358,0.0000,0.4634,0.7724,0.3089,0.1545
6340378777,1205,8.0014,0.4198,4.3991,3.1451,1.6110,0.4606
6340378780,1205,7.9560,0.0000,3.1161,4.8399,3.5139,1.1271
6340378781,1205,21.5501,0.0000,8.4405,13.1097,9.5180,3.0529
6340378782,1205,9.9303,0.1388,3.9447,5.8468,4.0484,1.2053
6340378783,1205,14.3912,0.5032,5.8370,8.0510,5.1325,1.3083
6340378784,1205,40.8485,1.4283,16.5679,22.8523,14.5683,3.7135
6340378785,1205,1.3853,0.0000,0.5195,0.8658,0.3463,0.1732
6340378786,1205,1.4344,0.0000,0.5379,0.8965,0.3586,0.1793
6340378790,1205,10.8604,0.0000,4.2537,6.6068,4.7967,1.5386
6340378791,1205,31.0872,0.0000,12.1758,18.9114,13.7302,4.4040
6340378792,1205,34.7717,0.6034,13.8593,20.3090,13.8902,4.0500
6340378793,1205,12.2605,0.4287,4.9728,6.8590,4.3726,1.1146
6340378794,1205,39.7687,1.3905,16.1300,22.2482,14.1832,3.6153
6340378795,1205,0.3486,0.0000,0.1307,0.2179,0.0872,0.0436
6340378796,1205,0.1745,0.0000,0.0654,0.1091,0.0436,0.0218
6340378800,1205,126.9780,8.6164,102.0359,4.9884,3.6279,0.0000
6340378801,1205,57.0909,3.8740,45.8766,2.2429,1.6312,0.0000
6340378802,1205,1.1071,0.0751,0.8897,0.0435,0.0316,0.0000
6340378804,1205,1.0466,0.0710,0.8411,0.0411,0.0299,0.0000
6340378805,1205,2.6707,0.1812,2.1461,0.1049,0.0763,0.0000
6340378806,1205,1.3859,0.0940,1.1137,0.0544,0.0396,0.0000
6340378810,1205,9.5361,0.6471,7.6630,0.3746,0.2725,0.0000
6340378811,1205,34.7131,2.3555,27.8945,1.3637,0.9918,0.0000
6340378814,1205,1.5185,0.1030,1.2202,0.0597,0.0434,0.0000
6340378815,1205,6.9434,0.4712,5.5795,0.2728,0.1984,0.0000
6340378820,1205,11.5747,0.7854,9.3011,0.4547,0.3307,0.0000
