"Meshcode","Shicode","PopT","Pop0_14","Pop15_64","Pop65over","Pop75over","Pop85over"
6340470905,1205,0.0598,0.0000,0.0190,0.0408,0.0353,0.0054
6340470906,1205,6.5138,0.0000,2.0726,4.4412,3.8491,0.5922
6340470907,1205,3.4240,0.0821,1.5894,1.7525,1.2398,0.2665
6340470908,1205,1.0903,0.0389,0.5841,0.4673,0.2726,0.0779
6340470909,1205,12.8723,0.4597,6.8959,5.5167,3.2181,0.9194
6340470912,1205,2.0665,0.0000,0.6575,1.4090,1.2211,0.1879
6340470916,1205,2.4217,0.0000,0.7705,1.6512,1.4310,0.2202
6340470917,1205,16.4494,0.3061,7.0983,9.0451,6.7983,1.3284
6340470918,1205,0.4027,0.0144,0.2157,0.1726,0.1007,0.0288
6340470919,1205,1.5848,0.0566,0.8490,0.6792,0.3962,0.1132
6340470929,1205,1.1812,0.0422,0.6328,0.5062,0.2953,0.0844
6340471505,1205,1.9476,0.1353,1.0459,0.7664,0.3787,0.1082
6340471506,1205,0.0762,0.0053,0.0409,0.0300,0.0148,0.0042
6340471507,1205,0.9762,0.0678,0.5242,0.3841,0.1898,0.0542
6340471600,1205,8.6351,0.4797,6.9561,1.1993,0.7196,0.0000
6340471601,1205,1.8491,0.1027,1.4896,0.2568,0.1541,0.0000
6340471610,1205,9.2223,0.5124,7.4291,1.2809,0.7685,0.0000
6340471611,1205,10.7911,0.5995,8.6928,1.4988,0.8993,0.0000
6340471620,1205,4.4612,0.2478,3.5938,0.6196,0.3718,0.0000
6340471630,1205,1.0411,0.0578,0.8386,0.1446,0.0868,0.0000
6340472879,1205,3.2725,0.6233,1.8700,0.7792,0.3117,0.0000
6340472888,1205,1.7039,0.3246,0.9737,0.4057,0.1623,0.0000
6340472889,1205,0.3554,0.0677,0.2031,0.0846,0.0338,0.0000
6340472897,1205,0.0333,0.0063,0.0190,0.0079,0.0032,0.0000
6340472898,1205,0.9256,0.1763,0.5289,0.2204,0.0881,0.0000
6340472899,1205,0.7093,0.1351,0.4053,0.1689,0.0676,0.0000
6340472937,1205,1.9831,0.2735,0.8206,0.8890,0.6154,0.2735
6340472938,1205,1.7764,0.2450,0.7351,0.7963,0.5513,0.2450
6340472939,1205,2.1016,0.2899,0.8696,0.9421,0.6522,0.2899
6340472949,1205,2.1389,0.2950,0.8850,0.9588,0.6638,0.2950
6340472952,1205,0.4933,0.0000,0.2302,0.2631,0.1973,0.0000
6340472953,1205,8.9831,0.0000,4.1921,4.7910,3.5932,0.0000
6340472954,1205,5.3013,0.0000,2.4740,2.8274,2.1205,0.0000
6340472955,1205,9.9509,1.3725,4.1176,4.4608,3.0882,1.3725
6340472956,1205,3.2232,0.4446,1.3338,1.4449,1.0003,0.4446
6340472966,1205,2.6682,0.3680,1.1041,1.1961,0.8280,0.3680
6340472967,1205,8.1917,0.8493,3.5133,3.8291,2.2902,1.4010
6340472968,1205,9.7530,0.4433,4.4332,4.8765,2.2166,2.2166
6340472969,1205,3.3947,0.1543,1.5430,1.6973,0.7715,0.7715
6340472970,1205,1.3364,0.2545,0.7636,0.3182,0.1273,0.0000
6340472972,1205,0.2223,0.0000,0.1037,0.1185,0.0889,0.0000
6340472973,1205,2.2065,0.0000,0.2648,1.9417,0.9709,0.4413
6340472974,1205,1.0494,0.0000,0.1259,0.9234,0.4617,0.2099
6340472978,1205,4.0373,0.1835,1.8352,2.0187,0.9176,0.9176
6340472979,1205,1.7809,0.0810,0.8095,0.8905,0.4048,0.4048
6340472980,1205,2.1962,0.4183,1.2550,0.5229,0.2092,0.0000
6340472983,1205,2.5826,0.0000,0.3099,2.2727,1.1363,0.5165
6340472984,1205,10.8439,0.0000,1.3013,9.5426,4.7713,2.1688
6340472990,1205,10.4675,1.9938,5.9814,2.4923,0.9969,0.0000
6340472992,1205,0.1913,0.0000,0.0230,0.1684,0.0842,0.0383
6340472993,1205,2.4552,0.0000,0.2946,2.1606,1.0803,0.4910
6340472994,1205,5.6711,0.0000,0.6805,4.9905,2.4953,1.1342
6340473690,1205,0.0894,0.0089,0.0358,0.0447,0.0089,0.0000
6340473691,1205,9.9106,0.9911,3.9642,4.9553,0.9911,0.0000
6340473707,1205,0.0918,0.0061,0.0551,0.0306,0.0061,0.0061
6340473709,1205,0.1818,0.0121,0.1091,0.0606,0.0121,0.0121
6340473719,1205,2.8199,0.1880,1.6919,0.9400,0.1880,0.1880
6340473729,1205,10.0596,0.6706,6.0358,3.3532,0.6706,0.6706
6340473733,1205,12.6776,0.0000,4.0035,8.6741,5.3379,0.6672
6340473734,1205,0.5124,0.0000,0.1618,0.3506,0.2158,0.0270
6340473739,1205,1.4632,0.0975,0.8779,0.4877,0.0975,0.0975
6340473742,1205,0.0622,0.0000,0.0196,0.0425,0.0262,0.0033
6340473743,1205,0.9249,0.0000,0.2921,0.6328,0.3894,0.0487
6340473744,1205,4.8229,0.0000,1.5230,3.2999,2.0307,0.2538
6340473749,1205,0.3837,0.0256,0.2302,0.1279,0.0256,0.0256
6340473750,1205,2.6630,0.1268,1.0906,1.4456,0.8877,0.2029
6340473751,1205,9.9152,0.4722,4.0605,5.3825,3.3051,0.7554
6340473752,1205,17.7217,0.4011,7.9520,9.3687,5.2546,1.1311
6340473753,1205,25.2124,0.0000,12.2081,13.0043,6.6348,1.3270
6340473754,1205,14.7715,0.0000,7.1525,7.6190,3.8872,0.7774
6340473755,1205,3.2399,0.2700,0.8100,2.1599,1.6199,0.2700
6340473760,1205,15.3780,0.7323,6.2977,8.3481,5.1260,1.1717
6340473761,1205,33.4590,1.5933,13.7023,18.1634,11.1530,2.5493
6340473762,1205,19.1736,0.4282,8.6125,10.1329,5.6767,1.2210
6340473763,1205,25.9780,0.0000,12.5788,13.3992,6.8363,1.3673
6340473764,1205,7.8197,0.0000,3.7864,4.0333,2.0578,0.4116
6340473765,1205,8.7601,0.7300,2.1900,5.8401,4.3801,0.7300
6340473770,1205,6.5193,0.3357,2.6842,3.4994,2.2095,0.5059
6340473771,1205,30.1123,1.7959,12.5383,15.7782,10.5591,2.4263
6340473772,1205,16.3559,0.8808,6.9333,8.5418,5.5962,1.2726
6340473781,1205,5.3693,0.3781,2.2687,2.7225,1.9662,0.4537
6340473782,1205,7.6025,0.5354,3.2123,3.8548,2.7840,0.6425
6340473791,1205,18.6286,1.3119,7.8712,9.4455,6.8217,1.5742
6340473792,1205,14.3200,1.0085,6.0507,7.2609,5.2440,1.2101
6340473802,1205,8.2179,0.3662,4.2355,3.6162,2.1963,0.3431
6340473803,1205,6.9353,0.2890,4.3345,2.3118,0.2890,0.0000
6340473804,1205,0.1907,0.0079,0.1192,0.0636,0.0079,0.0000
6340473805,1205,0.0630,0.0043,0.0289,0.0298,0.0221,0.0034
6340473806,1205,4.9201,0.3324,2.2606,2.3271,1.7287,0.2659
6340473807,1205,23.6251,2.7506,14.3332,6.3985,3.9614,0.9720
6340473808,1205,11.6627,1.5020,7.5101,2.5623,1.4137,0.4418
6340473809,1205,16.0825,2.0712,10.3562,3.5333,1.9494,0.6092
6340473810,1205,14.9522,0.6695,7.5877,6.6950,4.2402,0.6695
6340473811,1205,17.1108,0.7662,8.6831,7.6615,4.8523,0.7662
6340473812,1205,5.3511,0.2331,2.9609,2.1571,1.0123,0.1461
6340473813,1205,5.8972,0.2457,3.6857,1.9657,0.2457,0.0000
6340473815,1205,6.0509,0.4088,2.7802,2.8619,2.1260,0.3271
6340473816,1205,40.7722,2.7549,18.7332,19.2841,14.3254,2.2039
6340473817,1205,21.7228,1.9083,11.3083,8.4516,5.9761,1.0578
6340473818,1205,20.6665,2.6616,13.3080,4.5404,2.5050,0.7828
6340473819,1205,27.3020,3.5162,17.5808,5.9982,3.3093,1.0342
6340473820,1205,21.8884,0.9043,10.4368,10.5473,6.6674,1.8445
6340473821,1205,21.4260,0.9222,10.5435,9.9604,6.3021,1.3839
6340473822,1205,8.7611,0.8409,4.5725,3.3476,1.8143,0.4853
6340473823,1205,11.8819,0.9317,6.8057,4.1445,1.3913,0.3677
6340473826,1205,9.5665,0.2695,1.8864,7.4107,4.3117,0.8084
6340473827,1205,39.7361,3.7284,15.9835,19.9270,11.5679,2.3766
6340473828,1205,47.8734,7.6387,23.7498,16.3465,8.7920,2.1016
6340473829,1205,46.1291,6.8324,25.4212,13.6617,7.4003,1.9217
6340473830,1205,14.0358,0.5540,6.4639,7.0179,4.4324,1.4775
6340473831,1205,5.4534,0.2153,2.5114,2.7267,1.7221,0.5740
6340473832,1205,8.7368,0.5157,4.0983,4.1228,2.5817,0.8606
6340473833,1205,7.7710,1.0074,3.8855,2.8782,1.7269,0.5756
6340473834,1205,26.6741,3.4578,13.3370,9.8793,5.9276,1.9759
6340473835,1205,0.3125,0.0088,0.0616,0.2420,0.1408,0.0264
6340473836,1205,6.4781,0.1825,1.2774,5.0183,2.9197,0.5474
6340473837,1205,43.0905,4.0831,14.7352,24.2162,13.7551,2.7753
6340473838,1205,61.1422,9.8719,29.7750,21.3361,11.4642,2.7068
6340473839,1205,72.4964,11.7051,35.3042,25.2982,13.5931,3.2095
6340473840,1205,1.6706,0.0659,0.7694,0.8353,0.5276,0.1759
6340473841,1205,22.5641,0.8907,10.3913,11.2820,7.1255,2.3752
6340473842,1205,4.1244,0.1628,1.8994,2.0622,1.3025,0.4342
6340473843,1205,3.6171,0.4689,1.8085,1.3397,0.8038,0.2679
6340473844,1205,3.7401,0.4848,1.8700,1.3852,0.8311,0.2770
6340473845,1205,0.8082,0.0228,0.1594,0.6261,0.3643,0.0683
6340473846,1205,1.0020,0.0282,0.1976,0.7762,0.4516,0.0847
6340473847,1205,56.2210,7.0433,22.9561,26.1149,14.5580,3.1030
6340473848,1205,51.7216,8.3509,25.1873,18.0487,9.6978,2.2898
6340473849,1205,51.5546,8.3239,25.1060,17.9904,9.6665,2.2824
6340473850,1205,2.0685,0.6365,0.3182,1.1138,0.7956,0.3182
6340473851,1205,7.0402,2.1662,1.0831,3.7909,2.7078,1.0831
6340473853,1205,37.2231,5.8873,19.3712,11.3948,3.0386,1.3294
6340473854,1205,65.2769,10.3244,33.9706,19.9827,5.3287,2.3313
6340473855,1205,28.0217,1.9906,12.8624,13.0156,7.0437,1.5312
6340473856,1205,32.1894,2.2867,14.7754,14.9513,8.0913,1.7590
6340473857,1205,23.3448,5.3753,11.7604,6.0381,3.4805,0.6136
6340473858,1205,25.2284,7.2658,13.1188,4.6420,2.8256,0.4037
6340473859,1205,0.9425,0.2714,0.4901,0.1734,0.1056,0.0151
6340473861,1205,3.8913,1.1973,0.5987,2.0953,1.4967,0.5987
6340473862,1205,2.0215,0.3197,1.0520,0.6188,0.1650,0.0722
6340473863,1205,18.1692,2.8737,9.4554,5.5620,1.4832,0.6489
6340473864,1205,42.9987,6.8008,22.3769,13.1629,3.5101,1.5357
6340473865,1205,34.3717,2.4417,15.7772,15.9650,8.6399,1.8782
6340473866,1205,23.6863,1.6826,10.8724,11.0018,5.9539,1.2943
6340473867,1205,31.1189,6.7783,15.5680,8.5492,4.8882,0.8869
6340473868,1205,16.3363,4.7049,8.4949,3.0059,1.8297,0.2614
6340473869,1205,33.4860,9.6440,17.4127,6.1614,3.7504,0.5358
6340473872,1205,3.6430,0.5762,1.8958,1.1152,0.2974,0.1301
6340473873,1205,6.4590,0.6928,3.2286,2.4909,1.0908,0.2352
6340473874,1205,44.3214,5.0135,22.2593,16.6871,7.0399,1.6103
6340473875,1205,39.9173,2.3291,17.7071,19.7597,10.9485,3.0378
6340473876,1205,35.2296,2.1507,15.7433,17.2102,9.4909,2.5202
6340473877,1205,14.8468,2.3724,7.0562,5.3464,3.0463,0.7857
6340473879,1205,4.1116,1.1841,2.1380,0.7565,0.4605,0.0658
6340473882,1205,1.6669,0.1029,0.8026,0.7614,0.4116,0.0617
6340473883,1205,18.1736,1.1218,8.7503,8.3015,4.4873,0.6731
6340473884,1205,7.5177,0.4641,3.6197,3.4340,1.8562,0.2784
6340473885,1205,38.8637,1.6488,16.4876,20.7273,11.7769,4.0041
6340473886,1205,11.8988,0.5048,5.0480,6.3460,3.6057,1.2259
6340473887,1205,4.7895,0.2032,2.0319,2.5544,1.4514,0.4935
6340473893,1205,5.3441,0.3299,2.5731,2.4412,1.3195,0.1979
6340473894,1205,24.1849,1.4929,11.6446,11.0474,5.9716,0.8957
6340473895,1205,33.6635,1.4281,14.2815,17.9539,10.2011,3.4684
6340473896,1205,25.9517,1.1010,11.0098,13.8409,7.8642,2.6738
6340473897,1205,15.0014,0.6364,6.3642,8.0007,4.5459,1.5456
6340473900,1205,25.6456,0.7190,11.7443,13.1823,7.9094,2.3968
6340473904,1205,7.0000,0.7391,3.4565,2.8043,1.2174,0.2609
6340473907,1205,11.5781,0.3604,5.7255,5.4923,2.5598,0.2703
6340473908,1205,5.0561,0.4045,3.5392,1.1123,0.7078,0.3034
6340473910,1205,30.4772,0.8545,13.9568,15.6658,9.3995,2.8483
6340473917,1205,5.7182,0.4575,4.0028,1.2580,0.8006,0.3431
6340473918,1205,15.6006,1.2480,10.9204,3.4321,2.1841,0.9360
6340473919,1205,2.5251,0.2020,1.7676,0.5555,0.3535,0.1515
6340473920,1205,64.4302,4.2630,30.6409,29.5263,15.6106,4.2416
6340473921,1205,58.2056,4.7404,28.0917,25.3735,12.5602,3.1875
6340473922,1205,16.8601,1.3265,8.7269,6.8068,2.7452,0.4813
6340473923,1205,1.8093,0.0912,0.9818,0.7363,0.2735,0.0351
6340473925,1205,14.0207,1.8693,4.7926,7.3589,2.9402,0.7477
6340473928,1205,25.3917,2.2283,15.6674,7.4960,3.8996,1.6713
6340473929,1205,11.6312,1.0922,6.4122,4.1268,1.9114,0.8192
6340473930,1205,86.0087,9.0817,42.4701,34.4569,14.9580,3.2053
6340473931,1205,52.2953,5.5219,25.8229,20.9506,9.0948,1.9489
6340473932,1205,61.1531,4.6673,31.7805,24.7053,9.8977,1.6990
6340473933,1205,53.5408,2.6978,29.0531,21.7898,8.0934,1.0376
6340473934,1205,23.3101,1.1745,12.6489,9.4867,3.5236,0.4517
6340473935,1205,9.5938,1.7766,3.1979,4.6193,1.7766,0.7107
6340473939,1205,6.6221,0.6461,3.3918,2.5842,1.1306,0.4845
6340473940,1205,14.1907,1.4984,7.0072,5.6851,2.4679,0.5288
6340473941,1205,38.5243,4.0678,19.0229,15.4336,6.6999,1.4357
6340473942,1205,49.4778,3.3129,26.1229,20.0419,7.8171,1.2245
6340473943,1205,54.3421,2.7382,29.4880,22.1160,8.2145,1.0531
6340473944,1205,49.7292,2.5057,26.9848,20.2386,7.5172,0.9637
6340473945,1205,1.8914,0.3503,0.6305,0.9107,0.3503,0.1401
6340473947,1205,10.3449,1.4842,4.3291,4.5316,1.8445,0.7618
6340473949,1205,9.0261,0.8806,4.6231,3.5224,1.5410,0.6604
6340473950,1205,27.8759,6.0720,16.1920,5.6120,3.4040,1.1040
6340473951,1205,21.3571,4.6521,12.4055,4.2996,2.6080,0.8458
6340473952,1205,85.6502,13.7605,49.8301,22.0596,12.4461,3.3327
6340473953,1205,64.7749,3.0950,37.8038,23.8761,12.3802,2.4318
6340473954,1205,48.5832,2.3214,28.3540,17.9078,9.2855,1.8239
6340473955,1205,48.3426,4.4762,28.4236,15.4428,7.6095,1.5667
6340473956,1205,22.4434,2.0781,13.1959,7.1694,3.5328,0.7273
6340473957,1205,10.6874,0.9826,6.2196,3.4851,1.6892,0.3533
6340473958,1205,1.0780,0.0808,0.4581,0.5390,0.1886,0.0539
6340473960,1205,63.0844,13.7411,36.6431,12.7002,7.7034,2.4984
6340473961,1205,70.9756,15.4600,41.2267,14.2888,8.6670,2.8109
6340473962,1205,27.3786,3.3918,15.9448,8.0420,4.3871,1.0531
6340473963,1205,47.9798,2.2925,28.0018,17.6854,9.1702,1.8013
6340473964,1205,45.6582,2.1816,26.6469,16.8296,8.7265,1.7141
6340473965,1205,61.5214,5.6964,36.1723,19.6527,9.6839,1.9938
6340473966,1205,62.7092,5.8064,36.8707,20.0321,9.8709,2.0322
6340473967,1205,18.9357,1.6082,9.7897,7.5377,3.1257,0.7587
6340473968,1205,12.4308,0.9323,5.2831,6.2154,2.1754,0.6215
6340473970,1205,33.0426,6.4869,17.6002,8.9555,5.3207,1.3647
6340473971,1205,26.5846,4.5825,12.7334,9.2687,5.4327,1.1481
6340473972,1205,19.5917,0.8534,7.5052,11.2331,6.2639,1.7037
6340473973,1205,24.1664,0.5173,11.1387,12.5104,6.7775,1.9759
6340473974,1205,37.9575,1.4017,20.2362,16.3196,8.6498,2.1157
6340473977,1205,22.6925,1.6093,8.8255,12.2391,5.9739,1.2059
6340473978,1205,12.3852,0.8478,4.7073,6.8301,3.2917,0.5845
6340473979,1205,1.0327,0.0775,0.4389,0.5164,0.1807,0.0516
6340473980,1205,1.3563,0.0714,0.2855,0.9994,0.5711,0.0714
6340473982,1205,11.2341,0.0283,3.9784,7.2274,4.0015,1.2867
6340473983,1205,23.4433,0.0000,8.4711,14.9722,8.2741,2.7580
6340473984,1205,16.1722,0.0000,5.8437,10.3284,5.7078,1.9026
6340473985,1205,20.0832,1.7125,8.4069,9.8081,6.6944,2.0239
6340473986,1205,20.0396,1.7088,8.3887,9.7868,6.6799,2.0195
6340473987,1205,32.0890,2.2965,11.9007,17.7927,10.9837,2.1497
6340473988,1205,14.2949,0.8934,4.8501,8.5514,4.9777,0.6382
6340473989,1205,0.2735,0.0171,0.0928,0.1636,0.0953,0.0122
6340473990,1205,1.7178,0.0904,0.3616,1.2657,0.7233,0.0904
6340473993,1205,25.7524,0.0000,9.3055,16.4469,9.0891,3.0297
6340473994,1205,9.6634,0.0000,3.4918,6.1716,3.4106,1.1369
6340473995,1205,21.5965,1.8416,9.0404,10.5471,7.1988,2.1764
6340473996,1205,22.3066,1.9021,9.3376,10.8939,7.4355,2.2480
6340473997,1205,49.1959,3.7534,19.0555,26.1559,16.6872,3.8693
6340473998,1205,30.7612,1.9226,10.4368,18.4018,10.7115,1.3733
6340473999,1205,12.1008,0.7563,4.1056,7.2389,4.2137,0.5402
6340474353,1205,4.0000,0.2667,1.8667,1.8667,1.0667,0.2667
6340474376,1205,0.1409,0.0094,0.0658,0.0658,0.0376,0.0094
6340474377,1205,0.1915,0.0000,0.0806,0.1109,0.0907,0.0403
6340474385,1205,1.2118,0.0808,0.5655,0.5655,0.3231,0.0808
6340474386,1205,3.7331,0.2489,1.7421,1.7421,0.9955,0.2489
6340474387,1205,3.6184,0.2412,1.6886,1.6886,0.9649,0.2412
6340474388,1205,2.6010,0.0000,1.0952,1.5059,1.2321,0.5476
6340474389,1205,8.2274,0.0000,3.4642,4.7632,3.8972,1.7321
6340474395,1205,0.7108,0.0474,0.3317,0.3317,0.1895,0.0474
6340474396,1205,0.6431,0.0429,0.3001,0.3001,0.1715,0.0429
6340474397,1205,0.9419,0.0628,0.4396,0.4396,0.2512,0.0628
6340474399,1205,7.9801,0.0000,3.3601,4.6201,3.7801,1.6800
6340474435,1205,1.9466,0.1243,0.7455,1.0768,0.6005,0.1450
6340474436,1205,1.8714,0.1195,0.7167,1.0352,0.5773,0.1394
6340474437,1205,7.0544,1.4964,3.4203,2.1377,0.0000,0.0000
6340474445,1205,34.7499,2.2181,13.3085,19.2234,10.7207,2.5878
6340474446,1205,44.5086,2.8410,17.0459,24.6218,13.7314,3.3145
6340474447,1205,23.2479,3.3115,10.1589,9.7774,3.3700,0.8134
6340474448,1205,13.6212,2.8894,6.6042,4.1276,0.0000,0.0000
6340474453,1205,0.4558,0.0518,0.1554,0.2486,0.1347,0.0000
6340474454,1205,22.3060,2.5348,7.6043,12.1669,6.5904,0.0000
6340474455,1205,46.1468,1.3931,15.4984,29.2553,14.2794,1.3931
6340474456,1205,53.2250,1.6068,17.8756,33.7426,16.4696,1.6068
6340474457,1205,46.9633,1.9095,15.7437,29.3100,14.0205,2.4333
6340474458,1205,27.8843,1.3827,9.3332,17.1684,8.0657,1.9588
6340474459,1205,19.9655,0.9900,6.6827,12.2928,5.7751,1.4025
6340474463,1205,3.3759,0.3836,1.1509,1.8414,0.9974,0.0000
6340474464,1205,17.8623,2.0298,6.0894,9.7431,5.2775,0.0000
6340474465,1205,42.9871,1.2977,14.4372,27.2522,13.3017,1.2977
6340474466,1205,50.9295,1.5375,17.1046,32.2874,15.7593,1.5375
6340474467,1205,44.8183,1.8081,15.0255,27.9848,13.3950,2.2928
6340474468,1205,45.7009,2.2662,15.2966,28.1382,13.2193,3.2104
6340474469,1205,44.4387,2.2036,14.8741,27.3610,12.8542,3.1217
6340474470,1205,8.0724,0.6635,3.4280,3.9809,2.6540,1.1058
6340474471,1205,4.1776,0.3434,1.7740,2.0602,1.3735,0.5723
6340474472,1205,13.1969,1.0847,5.6041,6.5080,4.3387,1.8078
6340474475,1205,1.9742,0.0596,0.6630,1.2515,0.6109,0.0596
6340474476,1205,21.9510,0.6139,7.2754,14.0617,6.9052,0.6139
6340474477,1205,20.1289,0.8168,6.6775,12.6347,6.0550,1.0762
6340474478,1205,21.9544,0.9513,7.1854,13.8177,6.5998,1.3477
6340474479,1205,26.8155,1.1632,8.7778,16.8744,8.0589,1.6479
6340474480,1205,17.2906,1.4211,7.3426,8.5269,5.6846,2.3686
6340474481,1205,2.2172,0.1822,0.9416,1.0934,0.7290,0.3037
6340474482,1205,2.3390,0.1076,0.8649,1.3665,0.9453,0.2823
6340474483,1205,4.3334,0.0000,1.3000,3.0334,2.1667,0.4333
6340474484,1205,2.8083,0.0000,0.8425,1.9658,1.4042,0.2808
6340474486,1205,0.1974,0.0000,0.0545,0.1430,0.0749,0.0000
6340474489,1205,0.0862,0.0000,0.0238,0.0624,0.0327,0.0000
6340474490,1205,23.7721,1.9539,10.0950,11.7232,7.8155,3.2564
6340474491,1205,2.9640,0.2436,1.2587,1.4617,0.9745,0.4060
6340474493,1205,6.2569,0.0000,1.8771,4.3798,3.1285,0.6257
6340474494,1205,5.5716,0.0000,1.6715,3.9001,2.7858,0.5572
6340474495,1205,1.8561,0.0000,0.5120,1.3441,0.7040,0.0000
6340474497,1205,7.4691,0.0000,2.0604,5.4086,2.8331,0.0000
6340474498,1205,10.5079,0.0000,2.8987,7.6092,3.9858,0.0000
6340474519,1205,1.0947,0.0000,0.7298,0.3649,0.0730,0.0000
6340474528,1205,1.5881,0.0000,1.0588,0.5294,0.1059,0.0000
6340474529,1205,16.5288,0.0000,8.9134,7.6155,2.9270,0.3510
6340474533,1205,2.3520,0.1527,1.5578,0.6414,0.1527,0.0305
6340474539,1205,3.6374,0.0000,0.6062,3.0312,1.8187,0.3031
6340474542,1205,1.6035,0.1041,1.0620,0.4373,0.1041,0.0208
6340474543,1205,1.0446,0.0678,0.6919,0.2849,0.0678,0.0136
6340474549,1205,4.1508,0.0000,0.6918,3.4590,2.0754,0.3459
6340474550,1205,4.1663,0.2705,2.7595,1.1363,0.2705,0.0541
6340474551,1205,1.8424,0.1196,1.2203,0.5025,0.1196,0.0239
6340474560,1205,17.1449,1.1133,11.3557,4.6759,1.1133,0.2227
6340474561,1205,22.2662,1.4459,14.7478,6.0726,1.4459,0.2892
6340474562,1205,2.2072,0.1433,1.4619,0.6020,0.1433,0.0287
6340474570,1205,18.3931,1.1728,11.9204,5.2998,1.4597,0.2660
6340474571,1205,16.7121,0.9009,8.8240,6.9873,3.3591,0.4498
6340474572,1205,7.7565,0.4392,4.3524,2.9649,1.2988,0.1821
6340474575,1205,0.8449,0.1338,0.3168,0.3943,0.1971,0.0282
6340474580,1205,17.6795,0.8895,8.5618,8.2282,4.3365,0.5560
6340474581,1205,50.0904,2.5203,24.2576,23.3125,12.2863,1.5752
6340474582,1205,41.4618,4.2042,17.9362,19.3213,9.9356,1.3408
6340474583,1205,8.7685,1.3884,3.2882,4.0920,2.0460,0.2923
6340474585,1205,1.1020,0.1745,0.4133,0.5143,0.2571,0.0367
6340474590,1205,6.7922,0.3417,3.2893,3.1611,1.6660,0.2136
6340474591,1205,30.3011,1.5246,14.6741,14.1024,7.4323,0.9529
6340474592,1205,42.3766,5.2195,17.3987,19.7584,10.0527,1.3865
6340474593,1205,49.2451,7.7971,18.4669,22.9811,11.4905,1.6415
6340474594,1205,11.7959,1.8677,4.4235,5.5048,2.7524,0.3932
6340474596,1205,0.0531,0.0084,0.0199,0.0248,0.0124,0.0018
6340474600,1205,24.0346,0.8175,11.2816,11.9356,4.7415,0.9810
6340474601,1205,12.9424,0.4402,6.0750,6.4272,2.5533,0.5283
6340474602,1205,20.6716,0.6525,8.4224,11.5967,6.1134,1.3652
6340474603,1205,4.3773,0.1287,1.5449,2.7036,1.6737,0.3862
6340474610,1205,14.3244,0.4872,6.7237,7.1135,2.8259,0.5847
6340474611,1205,35.2101,1.1976,16.5272,17.4853,6.9462,1.4371
6340474612,1205,18.4485,0.5953,7.8442,10.0091,4.9354,1.0850
6340474613,1205,4.3055,0.1266,1.5196,2.6593,1.6462,0.3799
6340474620,1205,35.2655,0.9528,16.7288,17.5840,7.7115,1.2828
6340474621,1205,24.9043,0.7279,11.7746,12.4018,5.2776,0.9409
6340474622,1205,27.4162,0.9736,12.4336,14.0090,6.5780,1.3760
6340474623,1205,3.3773,0.2517,1.6786,1.4470,0.5888,0.1961
6340474624,1205,0.7988,0.0737,0.4424,0.2827,0.0737,0.0369
6340474630,1205,2.7345,0.0608,1.3065,1.3673,0.6381,0.0912
6340474631,1205,19.3954,0.4310,9.2667,9.6977,4.5256,0.6465
6340474632,1205,29.5813,1.9500,15.5363,12.0951,4.3013,1.2225
6340474640,1205,1.5168,0.0337,0.7247,0.7584,0.3539,0.0506
6340474641,1205,9.4970,0.2110,4.5375,4.7485,2.2160,0.3166
6340474642,1205,18.5763,1.2460,9.7797,7.5506,2.6579,0.7716
6340474643,1205,28.6221,2.6420,15.8523,10.1278,2.6420,1.3210
6340474652,1205,2.1400,0.0629,0.8183,1.2589,0.6924,0.3147
6340474653,1205,9.1261,0.2684,3.4894,5.3683,2.9526,1.3421
6340474654,1205,12.7099,0.3738,4.8597,7.4764,4.1120,1.8691
6340474655,1205,18.5745,2.4640,9.0977,7.0128,2.4640,0.5686
6340474656,1205,6.4172,0.8513,3.1431,2.4228,0.8513,0.1964
6340474662,1205,0.7585,0.0223,0.2900,0.4462,0.2454,0.1116
6340474663,1205,1.9887,0.0585,0.7604,1.1698,0.6434,0.2925
6340474664,1205,7.2767,0.2140,2.7823,4.2804,2.3542,1.0701
6340474665,1205,30.7957,4.0851,15.0836,11.6270,4.0851,0.9427
6340474666,1205,13.6252,1.8074,6.6736,5.1442,1.8074,0.4171
6340474667,1205,3.2187,0.4270,1.5765,1.2152,0.4270,0.0985
6340474675,1205,4.8998,0.6500,2.3999,1.8499,0.6500,0.1500
6340474676,1205,23.0738,2.6671,11.7563,8.6504,2.8773,0.7611
6340474677,1205,9.3726,1.0271,4.7916,3.5539,1.2890,0.3419
6340474678,1205,2.1451,0.0523,1.2034,0.8895,0.5232,0.1570
6340474685,1205,7.0919,0.6129,3.8524,2.6266,0.7880,0.2627
6340474686,1205,15.6402,1.3516,8.4959,5.7927,1.7378,0.5793
6340474687,1205,18.3142,1.1094,10.0840,7.1208,3.0481,0.9540
6340474688,1205,7.4076,0.1807,4.1555,3.0714,1.8067,0.5420
6340474695,1205,0.2287,0.0198,0.1242,0.0847,0.0254,0.0085
6340474696,1205,21.9541,1.8973,11.9257,8.1311,2.4393,0.8131
6340474697,1205,22.2924,1.4326,12.2509,8.6089,3.5343,1.1134
6340474698,1205,14.9485,0.3646,8.3857,6.1982,3.6460,1.0938
6340474701,1205,1.9612,0.0000,0.7845,1.1767,0.4903,0.0000
6340474702,1205,6.0388,0.0000,2.4155,3.6233,1.5097,0.0000
6340474712,1205,1.2887,0.0000,0.5155,0.7732,0.3222,0.0000
